City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,val-d'or,48.1002,-77.7828,2.05,41,100,6.69,CA,1730176150
366,xuanzhou,30.9525,118.7553,19.6,47,47,2.84,CN,1730176406
367,glace bay,46.1969,-59.957,2.3,96,40,2.06,CA,1730176407
368,sao joao da barra,-21.6403,-41.0511,21.77,89,100,2.74,BR,1730176217
369,piton saint-leu,-21.2196,55.3151,25.06,69,0,6.69,RE,1730176409
370,sydney,-33.8679,151.2073,24.86,53,20,7.72,AU,1730175971
371,champua,22.0833,85.6667,28.5,65,25,1.24,IN,1730176412
372,bemidji,47.4736,-94.8803,10.59,85,0,0.0,US,1730176413
373,bijie,27.3125,105.2942,18.95,60,1,3.74,CN,1730176414
374,lorengau,-2.0226,147.2712,28.82,73,94,1.77,PG,1730176416
375,island harbour,50.724,-1.2758,14.43,73,93,0.45,GB,1730176417
376,berdigestyakh,62.0989,126.6992,-10.54,91,100,1.71,RU,1730176394
377,pimenta bueno,-11.6725,-61.1936,23.15,95,78,1.49,BR,1730176419
378,saldanha,-33.0117,17.9442,14.03,85,2,6.32,ZA,1730176421
379,oeiras,-7.0253,-42.1311,27.99,34,74,2.64,BR,1730176423
380,turkestan,43.3333,68.25,8.61,51,28,0.78,KZ,1730176424
381,suva,-18.1416,178.4415,26.71,74,40,3.6,FJ,1730176425
382,axams,47.2081,11.2869,6.14,89,7,0.91,AT,1730176426
383,salina cruz,16.1667,-95.2,25.22,73,26,6.31,MX,1730176427
384,al khums,32.6486,14.2619,20.01,79,22,5.3,LY,1730176430
385,sussex,41.1834,-74.6663,7.81,79,56,0.45,US,1730176393
386,carbonear,47.7332,-53.2148,2.78,94,17,4.04,CA,1730176432
387,praia da vitoria,38.7333,-27.0667,18.14,88,40,2.67,PT,1730176433
388,san luis de la loma,17.2706,-100.8939,25.79,82,17,1.86,MX,1730176375
389,chonchi,-42.6128,-73.8092,8.95,97,64,1.24,CL,1730176435
390,mishan,45.55,131.8833,7.47,67,100,4.8,CN,1730176436
391,loikaw,19.6742,97.2094,28.09,65,0,0.72,MM,1730176438
392,tilcara,-23.5776,-65.3509,8.3,74,26,1.05,AR,1730176439
393,la fria,8.2203,-72.2439,24.52,73,83,1.49,VE,1730176440
394,cidreira,-30.1811,-50.2056,20.26,87,13,5.91,BR,1730176441
395,bardstown,37.8092,-85.4669,18.7,89,0,2.06,US,1730176355
396,new norfolk,-42.7826,147.0587,20.95,51,58,3.3,AU,1730176443
397,padangsidempuan,1.3667,99.2667,31.56,50,97,2.19,ID,1730176444
398,chinde,26.8212,87.7095,26.53,72,22,2.28,NP,1730176445
399,arawa,-6.2132,155.5367,29.94,72,14,1.29,PG,1730176447
400,haiku-pauwela,20.9219,-156.3051,25.09,80,20,13.41,US,1730176448
401,fortuna,40.5982,-124.1573,9.51,92,0,3.09,US,1730176449
402,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1730176450
403,fort william,56.8165,-5.1121,11.84,97,100,1.98,GB,1730176451
404,emerald,-23.5333,148.1667,33.0,16,0,6.12,AU,1730176452
405,mil'kovo,55.6078,37.7956,6.86,50,72,3.77,RU,1730176453
406,sharlyk,52.9167,54.75,2.96,62,100,0.42,RU,1730176337
407,sabang,5.8933,95.3214,28.28,76,75,8.78,ID,1730176456
408,santa vitoria do palmar,-33.5189,-53.3681,14.64,95,0,1.98,BR,1730176457
409,poxoreo,-15.8372,-54.3892,22.54,93,94,0.84,BR,1730176458
410,egilsstadir,65.2653,-14.3948,5.95,70,75,2.06,IS,1730176459
411,quzhou,28.9594,118.8686,21.91,58,90,3.89,CN,1730176460
412,laojunmiao,39.8333,97.7333,7.44,36,99,2.7,CN,1730176429
413,basse-terre,16.1667,-61.6667,23.58,94,39,0.0,GP,1730176397
414,adrar,20.5022,-10.0711,20.83,38,94,4.11,MR,1730176463
415,ulan bator,47.9077,106.8832,1.07,75,75,5.0,MN,1730176291
416,cochin,9.9399,76.2602,28.27,69,65,1.63,IN,1730176467
417,saint-denis,48.9167,2.3333,11.77,99,100,1.54,FR,1730176468
418,magistral'nyy,56.1725,107.4458,3.68,76,97,0.62,RU,1730176469
419,richmond,37.5538,-77.4603,8.85,88,75,0.0,US,1730176200
420,huanren,41.2647,125.3667,10.28,89,100,1.41,CN,1730176471
421,popondetta,-8.7537,148.2534,28.46,71,98,2.27,PG,1730176221
422,chingirlau,51.095,54.0814,3.13,60,77,1.14,KZ,1730176474
423,komoro,36.3167,138.4333,12.07,78,100,3.02,JP,1730176475
424,sinabang,2.4803,96.3801,30.55,64,89,0.98,ID,1730176476
425,weno,7.4515,151.8468,31.97,70,40,4.12,FM,1730176248
426,centerville,39.6284,-84.1594,16.92,73,75,4.12,US,1730176478
427,arua,3.0201,30.9111,19.7,90,89,1.38,UG,1730176480
428,salekhard,66.53,66.6019,-6.95,93,76,2.42,RU,1730176481
429,san juan de los morros,9.9115,-67.3538,21.6,92,89,1.08,VE,1730176483
430,peace river,56.2501,-117.286,-0.83,86,100,2.57,CA,1730176292
431,mbandaka,0.0487,18.2603,21.54,97,66,0.93,CD,1730176485
432,de aar,-30.6497,24.0123,10.79,85,91,4.83,ZA,1730176486
433,mamuju,-2.6748,118.8885,30.76,65,5,2.49,ID,1730176487
434,villa tecolutilla,18.2833,-93.3167,23.35,91,48,2.17,MX,1730176488
435,swakopmund,-22.6833,14.5333,12.21,85,1,1.34,NA,1730176217
436,clewiston,26.7542,-80.9337,21.11,69,100,5.04,US,1730176490
437,taco pozo,-25.6167,-63.2833,22.78,37,0,2.13,AR,1730176492
438,el calafate,-50.3408,-72.2768,6.99,84,17,3.41,AR,1730176493
439,mount pearl,47.5166,-52.7813,2.4,88,20,4.12,CA,1730176446
440,lochgelly,56.1283,-3.3096,12.28,95,93,2.24,GB,1730176495
441,botshabelo,-29.2702,26.7052,12.12,65,66,4.35,ZA,1730176496
442,arar,30.9753,41.0381,14.01,30,0,3.09,SA,1730176497
443,vradiyivka,47.862,30.5919,8.67,84,80,3.28,UA,1730176498
444,kenora,49.8167,-94.4337,9.54,81,20,3.09,CA,1730176500
445,prainha,-1.8,-53.48,25.9,58,53,1.23,BR,1730176501
446,volosovo,59.4333,29.4833,3.49,85,43,3.34,RU,1730176337
447,watseka,40.7762,-87.7364,20.61,57,100,8.3,US,1730176455
448,hilo,19.7297,-155.09,24.85,91,40,1.54,US,1730176504
449,pangody,65.85,74.4859,-4.35,95,100,2.6,RU,1730176505
450,soio,-6.1349,12.3689,24.68,85,91,3.22,AO,1730176506
451,yunak,38.8142,31.7322,6.16,49,1,1.32,TR,1730176507
452,baoshan,46.5586,131.4244,8.95,50,100,2.76,CN,1730176509
453,danilovgrad,42.5538,19.1461,11.87,71,100,2.41,ME,1730176510
454,kulhudhuffushi,6.6221,73.07,27.3,81,24,7.2,MV,1730176511
455,montepuez,-13.1256,38.9997,25.88,62,28,3.75,MZ,1730176512
456,teguise,29.0605,-13.564,16.12,77,0,3.09,ES,1730176513
457,qurayyat,31.3318,37.3428,11.1,50,0,0.0,SA,1730176514
458,callao,-12.0667,-77.15,17.16,82,75,5.14,PE,1730176072
459,okhotsk,59.3833,143.3,-7.76,66,73,6.27,RU,1730176518
460,galesong,-5.3166,119.3661,31.67,59,16,6.44,ID,1730176519
461,purpe,64.4803,76.6897,-2.89,97,99,2.8,RU,1730176520
462,houghton,47.1219,-88.569,16.01,68,40,3.6,US,1730176467
463,pingliang,35.5392,106.6861,15.84,49,40,6.16,CN,1730176229
464,luena,-11.7833,19.9167,18.09,81,96,1.74,AO,1730176523
465,argo,37.6333,22.7333,16.03,33,18,2.28,GR,1730176524
466,mar del plata,-38.0023,-57.5575,19.37,70,5,1.79,AR,1730175953
467,aripuana,-9.1667,-60.6333,23.03,88,93,0.95,BR,1730176527
468,volney,43.3428,-76.3577,6.4,67,0,4.58,US,1730176528
469,portland,45.5234,-122.6762,10.19,94,75,0.45,US,1730176503
470,likiep,9.8251,169.3107,28.94,74,53,4.51,MH,1730176530
471,morrinhos,-17.7311,-49.0994,20.73,91,100,1.29,BR,1730176435
472,srandakan,-7.9386,110.2506,30.09,61,12,5.59,ID,1730176532
473,nizhnegorskiy,45.4479,34.7384,13.09,72,93,1.31,UA,1730176533
474,goor,52.2333,6.5861,13.37,96,100,0.89,NL,1730176535
475,whakatane,-37.9585,176.9854,14.3,89,100,6.35,NZ,1730176360
476,fort bragg,35.139,-79.006,11.56,88,0,0.0,US,1730176537
477,sibiti,-3.6819,13.3499,21.32,98,100,0.56,CG,1730176538
478,yuzhno-kurilsk,44.0306,145.8556,9.68,48,19,2.19,RU,1730176539
479,ormara,25.2088,64.6357,28.98,47,0,1.5,PK,1730176540
480,nchelenge,-9.3451,28.734,22.82,78,23,0.62,ZM,1730176541
481,bardai,11.65,7.2333,20.47,26,4,3.75,NG,1730176542
482,prince george,53.9166,-122.753,0.9,97,0,3.09,CA,1730176544
483,itupiranga,-5.1347,-49.3267,27.26,46,70,0.6,BR,1730176321
484,iguape,-24.7081,-47.5553,20.01,92,98,1.24,BR,1730176546
485,izluchinsk,60.9794,76.9242,-0.99,80,73,3.07,RU,1730176547
486,barclayville,4.6797,-8.2339,23.66,96,100,1.66,LR,1730176548
487,praia,14.9215,-23.5087,24.18,72,30,5.52,CV,1730176549
488,horby,50.0468,32.4907,6.92,82,99,3.13,UA,1730176550
489,swift current,50.2834,-107.8014,2.45,75,0,4.63,CA,1730176551
490,siluko,6.5386,5.1609,23.01,99,99,0.15,NG,1730176553
491,zalesovo,53.9939,84.7431,1.74,96,100,7.81,RU,1730176554
492,paraty,-23.2178,-44.7131,19.88,96,94,1.08,BR,1730176555
493,vikulovo,56.8167,70.6107,0.28,80,90,2.67,RU,1730176336
494,shibetsu,43.659,145.132,12.39,43,75,3.09,JP,1730176557
495,basco,20.4487,121.9702,27.33,87,100,16.93,PH,1730176558
496,itoman,26.1247,127.6694,26.01,94,75,8.23,JP,1730176559
497,mammoth lakes,37.6485,-118.9721,0.4,65,75,7.2,US,1730176560
498,merizo village,13.2658,144.6691,31.1,85,100,3.2,GU,1730176562
499,na wa,17.4897,104.1006,22.38,84,100,0.53,TH,1730176563
500,el granada,37.5027,-122.4694,13.33,82,20,8.75,US,1730176564
501,sultanah,24.4926,39.5857,23.25,64,0,4.63,SA,1730176566
502,cimislia,46.52,28.7842,8.49,91,8,3.71,MD,1730176567
503,acarau,-2.8856,-40.12,25.85,78,7,7.3,BR,1730176569
504,puerto santa,-8.9906,-78.6456,17.15,89,92,3.58,PE,1730176570
505,cherepovets,59.1333,37.9,4.9,100,75,2.0,RU,1730176571
506,pagar alam,-4.0167,103.2667,31.79,43,18,0.89,ID,1730176572
507,linxia chengguanzhen,35.6003,103.2064,12.18,51,99,2.94,CN,1730176573
508,gallup,35.5281,-108.7426,15.91,39,75,6.69,US,1730176574
509,pader palwo,2.8006,33.135,22.07,77,30,1.43,UG,1730176575
510,yulinshi,38.2906,109.7494,16.69,39,1,3.6,CN,1730176576
511,sao vicente,-23.9631,-46.3919,20.55,26,100,1.12,BR,1730176333
512,bel ombre,-4.6167,55.4167,28.91,65,20,1.54,SC,1730176580
513,zakamensk,50.3741,103.2863,6.93,55,97,1.32,RU,1730176581
514,svit,49.0601,20.2069,6.88,93,20,2.57,SK,1730176582
515,soure,-0.7167,-48.5233,26.56,78,70,4.07,BR,1730176583
516,zambezi,-13.5432,23.1047,21.02,71,98,2.13,ZM,1730176584
517,mawlamyinegyunn,16.3833,95.2667,30.93,71,27,3.18,MM,1730176586
518,katsuura,35.1333,140.3,18.44,88,100,6.73,JP,1730176587
519,cadale,2.7603,46.3222,26.04,77,32,2.88,SO,1730176588
520,dunedin,-45.8742,170.5036,11.56,74,80,3.04,NZ,1730176589
521,puerto aysen,-45.4,-72.7,9.74,99,97,1.83,CL,1730176591
522,oyama,36.3,139.8,16.22,54,100,3.4,JP,1730176503
523,kovdor,67.5662,30.4758,0.15,73,77,5.19,RU,1730176394
524,sur,22.5667,59.5289,30.33,56,0,4.43,OM,1730176595
525,mezhdurechenskiy,59.6,65.9333,0.65,84,99,2.29,RU,1730176596
526,bathsheba,13.2167,-59.5167,26.34,94,20,1.54,BB,1730176599
527,undurkhaan,47.3194,110.6556,4.98,62,38,3.43,MN,1730176600
528,mejit,10.2753,170.8646,28.92,76,94,5.97,MH,1730176602
529,dalai,45.5,124.3,12.9,40,93,3.58,CN,1730176603
530,serowe,-22.3833,26.7167,19.53,14,100,4.53,BW,1730176605
531,elhovo,42.1667,26.5667,12.22,55,6,1.18,BG,1730176606
532,riverton,40.5219,-111.9391,7.58,81,100,7.6,US,1730176607
533,labrador city,52.9463,-66.9114,-8.23,83,0,31.29,CA,1730176608
534,ust'-kulom,61.6864,53.6902,1.61,83,100,3.11,RU,1730176609
535,meadow lakes,61.6247,-149.6011,-0.77,94,100,3.6,US,1730176498
536,san antonio de pale,-1.4014,5.6325,25.39,83,100,5.47,GQ,1730176612
537,kolonia town,6.964,158.206,33.0,70,75,5.14,FM,1730176613
538,shelton,41.3165,-73.0932,11.38,83,20,2.57,US,1730176614
539,hammerfest,70.6634,23.6821,3.25,70,75,14.4,NO,1730176615
540,hassi messaoud,31.6804,6.0729,20.92,40,40,2.57,DZ,1730176616
541,eforie sud,44.0229,28.6494,12.97,86,13,4.92,RO,1730176617
542,mohr,54.3528,9.7167,13.31,97,100,3.6,DE,1730176620
543,pop,40.8736,71.1089,10.67,61,48,2.51,UZ,1730176621
544,letlhakeng,-24.0944,25.0298,14.58,46,0,5.4,BW,1730176622
545,shimokizukuri,40.8061,140.3861,14.5,52,5,1.16,JP,1730176623
546,gamba,-2.65,10.0,24.47,91,97,2.58,GA,1730176624
547,klimavichy,53.6135,31.9385,3.08,92,72,3.12,BY,1730176625
548,ambovombe,-25.1667,46.0833,28.69,52,100,3.67,MG,1730176626
549,ambon,-3.6954,128.1814,32.08,66,20,2.06,ID,1730176627
550,kuanda,56.3161,116.0806,-2.18,84,99,0.65,RU,1730176629
551,obonoma,4.7084,6.7931,24.54,93,100,1.53,NG,1730176630
552,aykhal,66.0,111.5,-17.87,98,96,2.31,RU,1730176631
553,san carlos del zulia,9.0,-71.9135,24.0,94,100,1.58,VE,1730176632
554,magadan,59.5667,150.8,-6.04,53,100,5.14,RU,1730176633
555,dolores,-36.3132,-57.6792,16.47,69,2,4.13,AR,1730176634
556,pitimbu,-7.4706,-34.8086,25.3,78,77,6.82,BR,1730176635
557,al hillah,32.4801,44.4353,20.33,25,0,3.26,IQ,1730176636
558,howrah,22.5892,88.3103,32.0,66,20,0.0,IN,1730176637
559,nuku'alofa,-21.1333,-175.2,27.19,83,20,2.57,TO,1730176530
560,zarnesti,45.3,26.8667,9.6,87,15,1.99,RO,1730176641
561,maun,-19.9833,23.4167,16.98,22,0,3.09,BW,1730176642
562,zyryanskoye,56.8306,86.6258,3.72,90,100,4.25,RU,1730176643
563,saint-francois,46.4154,3.9054,8.71,100,100,0.51,FR,1730176644
